position,task_id,system,batch,state,result_available,agent_executed,evaluator_executed,verify_status,run_validity,terminal_status,failure_category,incomplete_stage,incomplete_reason,run_id,attempt_ordinal,source,run_directory,started_at,start_time_source,finished_at,observed_seconds,e2e_seconds,agent_seconds,evaluator_seconds,orchestration_seconds,timeout,timeout_scope,normal_e2e_success,artifact_gate_status,benchmark_status,experiment_id,product_version,node_version,model_id,model_provider,thinking,reasoning_effort,temperature,agent_deadline_seconds,budget_tier,mcp_tool_count,model_proxy_transport,tool_calls,tool_failures,started_only_tool_calls,claim_done_seen,terminal_tool_counts,model_request_limit,model_request_limit_exceeded,model_requests_started,model_requests_completed,model_requests_failed,model_requests_successful_events,stream_requests,non_stream_requests,model_transport_errors,model_http_error_responses,model_provider_error_responses,model_error_type_counts,model_http_status_counts,connection_reused_true,connection_reused_false,connection_reused_unknown,token_input,token_output,token_total,cache_read_tokens,token_reliable,token_note,token_usage_reported_completed,token_usage_missing_completed,preprocess_status,running_status,evaluation_status,last_lifecycle_event,last_lifecycle_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total
16,academic-pdf-report,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-016-academic-pdf-report-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/academic-pdf-report/dsh-108-016-academic-pdf-report-a1,2026-08-20T17:09:50.099785+00:00,run.json,2026-08-20T17:20:51.526760+00:00,661.426975,661.426975,635.4521918910323,5.357112503028475,20.617670605939225,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,node_fetch_undici,58,0,0,False,"{""local-web_search"":19,""pdf-tools-read_pdf_pages"":13,""arxiv_local-download_paper"":6,""bash"":5,""fetch-fetch_txt"":4,""todo_write"":3,""excel-read_data_from_excel"":2,""glob"":1,""excel-get_workbook_metadata"":1,""arxiv_local-list_papers"":1,""arxiv_local-read_paper"":1,""fetch-fetch_markdown"":1,""excel-write_data_to_excel"":1}",100,False,53,53,37,16,53,0,37,0,0,"{""ECONNRESET"":14,""UND_ERR_SOCKET"":14,""downstream_disconnected"":9}","{""200"":27}",6,21,26,2069648,15466,2085114,1972480,False,partial_or_missing_provider_usage,25,28,done,,pass,artifact_validation.end,2026-08-20T17:20:53.202510+00:00,0,0,,,,0,53,53,28,25,2069648,partial_or_missing_retained_provider_usage,15466,False,2085114
17,academic-warning,dsh,toolathlon-dsh-108-transport-rst-v2,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-017-academic-warning-a1,1,toolathlon-dsh-108-transport-rst-v2,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-transport-rst-v2/runs/dsh/academic-warning/dsh-108-017-academic-warning-a1,2026-08-19T10:12:32.974069+00:00,run.json,2026-08-19T10:15:45.388606+00:00,192.414537,192.414537,168.14879559807014,4.179820630000904,20.085920771928954,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,,29,0,0,False,"{""google-cloud-storage_list_objects"":13,""bash"":9,""google-cloud-storage_list_buckets"":2,""google-cloud-bigquery_run_query"":2,""google-cloud-bigquery_list_datasets"":1,""google-cloud-bigquery_get_dataset_info"":1,""filesystem-list_allowed_directories"":1}",100,False,18,18,5,13,18,0,5,5,0,"{""IncompleteRead"":1,""SSLEOFError"":3,""downstream_disconnected"":1}","{""200"":13,""502"":5}",0,0,18,305768,5341,311109,280704,False,partial_or_missing_provider_usage,13,5,done,,fail,artifact_validation.end,2026-08-19T10:15:46.697598+00:00,0,0,,,,0,18,18,5,13,305768,partial_or_missing_retained_provider_usage,5341,False,311109
17,academic-warning,dsh,toolathlon-dsh-108-stream-fix-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-017-academic-warning-a1,1,toolathlon-dsh-108-stream-fix-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-stream-fix-v1/runs/dsh/academic-warning/dsh-108-017-academic-warning-a1,2026-08-20T05:12:06.168705+00:00,run.json,2026-08-20T05:26:10.975025+00:00,844.80632,844.80632,638.9192491329741,184.75127471797168,21.135796149054272,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,,73,0,0,False,"{""bash"":33,""google-cloud-logging_read_logs"":14,""google-cloud-bigquery_run_query"":9,""google-cloud-logging_write_log"":4,""google-cloud-storage_list_buckets"":2,""google-cloud-storage_get_bucket_info"":2,""google-cloud-logging_list_logs"":2,""filesystem-list_allowed_directories"":1,""google-cloud-bigquery_list_datasets"":1,""filesystem-directory_tree"":1,""google-cloud-bigquery_get_dataset_info"":1,""filesystem-read_file"":1,""google-cloud-logging_list_log_sinks"":1,""google-cloud-storage_create_bucket"":1}",100,False,83,83,27,56,83,0,27,27,0,"{""IncompleteRead"":6,""SSLEOFError"":17,""downstream_disconnected"":4}","{""200"":56,""502"":27}",0,0,83,2211504,24998,2236502,2193792,False,partial_or_missing_provider_usage,56,27,done,,pass,artifact_validation.end,2026-08-20T05:26:12.830676+00:00,0,0,,,,0,83,83,27,56,2211504,partial_or_missing_retained_provider_usage,24998,False,2236502
17,academic-warning,dsh,toolathlon-dsh-108-keepalive-v1,complete,True,True,True,pass,valid,crashed,product_error,,,dsh-108-017-academic-warning-a1,1,toolathlon-dsh-108-keepalive-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-keepalive-v1/runs/dsh/academic-warning/dsh-108-017-academic-warning-a1,2026-08-20T08:56:19.320204+00:00,run.json,2026-08-20T09:04:44.993398+00:00,505.673194,505.673194,299.61836593202315,185.5187062600162,20.536121807960683,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,,38,0,0,False,"{""google-cloud-logging_read_logs"":10,""google-cloud-bigquery_run_query"":9,""bash"":8,""google-cloud-logging_write_log"":5,""google-cloud-logging_list_logs"":2,""google-cloud-bigquery_list_datasets"":1,""google-cloud-storage_list_buckets"":1,""google-cloud-bigquery_get_dataset_info"":1,""google-cloud-logging_list_log_sinks"":1}",100,False,36,36,17,19,36,0,17,17,0,"{""IncompleteRead"":4,""SSLEOFError"":8,""downstream_disconnected"":5}","{""200"":19,""502"":17}",0,0,36,586247,15985,602232,577152,False,partial_or_missing_provider_usage,19,17,done,,pass,artifact_validation.end,2026-08-20T09:04:46.631053+00:00,0,0,,,,0,36,36,17,19,586247,partial_or_missing_retained_provider_usage,15985,False,602232
17,academic-warning,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-017-academic-warning-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/academic-warning/dsh-108-017-academic-warning-a1,2026-08-20T17:22:33.469320+00:00,run.json,2026-08-20T17:42:06.772093+00:00,1173.302773,1173.302773,1146.777458923054,4.369171601952985,22.156142474992976,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,node_fetch_undici,53,0,0,False,"{""bash"":31,""google-cloud-bigquery_run_query"":9,""write"":3,""read"":2,""google-cloud-logging_read_logs"":2,""filesystem-list_allowed_directories"":1,""google-cloud-bigquery_list_datasets"":1,""google-cloud-storage_list_buckets"":1,""google-cloud-bigquery_get_dataset_info"":1,""google-cloud-logging_list_log_sinks"":1,""google-cloud-logging_list_logs"":1}",100,False,82,82,51,31,82,0,51,0,0,"{""ECONNRESET"":20,""UND_ERR_SOCKET"":24,""downstream_disconnected"":7}","{""200"":59}",17,42,23,1597302,32066,1629368,1588864,False,partial_or_missing_provider_usage,38,44,done,,fail,artifact_validation.end,2026-08-20T17:42:08.965983+00:00,0,0,,,,0,82,82,44,38,1597302,partial_or_missing_retained_provider_usage,32066,False,1629368
17,academic-warning,dsh,toolathlon-dsh-rerun-transport-incomplete-30-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-rerun30-017-academic-warning-a1,1,toolathlon-dsh-rerun-transport-incomplete-30-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-30-v1/runs/dsh/academic-warning/dsh-rerun30-017-academic-warning-a1,2026-08-23T07:52:07.594066+00:00,run.json,2026-08-23T08:00:52.816926+00:00,525.22286,525.22286,313.17373424000107,188.37021088402253,23.678914875976375,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,72,node_fetch_undici,47,0,0,False,"{""google-cloud-bigquery_run_query"":18,""google-cloud-logging_read_logs"":10,""google-cloud-logging_write_log"":5,""bash"":4,""google-cloud-logging_list_logs"":2,""google-cloud-bigquery_list_datasets"":1,""google-cloud-storage_list_buckets"":1,""read"":1,""google-cloud-bigquery_get_dataset_info"":1,""google-cloud-logging_list_log_sinks"":1,""google-cloud-bigquery_load_csv_data"":1,""google-cloud-storage_create_bucket"":1,""google-cloud-storage_get_bucket_info"":1}",100,False,28,28,4,24,28,0,4,0,0,"{""downstream_disconnected"":4}","{""200"":28}",20,8,0,947191,23627,970818,918144,True,all_completed_responses_reported,28,0,done,,pass,artifact_validation.end,2026-08-23T08:00:55.894346+00:00,0,0,,,,0,28,28,0,28,947191,all_retained_completed_responses_reported,23627,True,970818
18,add-bibtex,dsh,toolathlon-dsh-108-transport-rst-v2,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-018-add-bibtex-a1,1,toolathlon-dsh-108-transport-rst-v2,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-transport-rst-v2/runs/dsh/add-bibtex/dsh-108-018-add-bibtex-a1,2026-08-19T10:16:11.093958+00:00,run.json,2026-08-19T10:17:51.291738+00:00,100.19778,100.19778,74.54192658001557,5.503464602981694,20.15238881700273,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,3600,R3,54,,11,1,0,False,"{""local-web_search"":3,""bash"":2,""glob"":1,""read"":1,""fetch-fetch_html"":1,""fetch-fetch_json"":1,""playwright_with_chunk-browser_navigate"":1,""playwright_with_chunk-browser_wait_for"":1}",100,False,12,12,4,8,12,0,4,4,0,"{""IncompleteRead"":1,""SSLEOFError"":2,""downstream_disconnected"":1}","{""200"":8,""502"":4}",0,0,12,177526,2639,180165,151296,False,partial_or_missing_provider_usage,8,4,done,,fail,artifact_validation.end,2026-08-19T10:17:52.528115+00:00,0,0,,,,0,12,12,4,8,177526,partial_or_missing_retained_provider_usage,2639,False,180165
18,add-bibtex,dsh,toolathlon-dsh-108-stream-fix-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-018-add-bibtex-a1,1,toolathlon-dsh-108-stream-fix-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-stream-fix-v1/runs/dsh/add-bibtex/dsh-108-018-add-bibtex-a1,2026-08-20T05:26:36.347027+00:00,run.json,2026-08-20T05:35:43.027665+00:00,546.680638,546.680638,522.1828808319988,4.0620447070105,20.43571246099077,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,3600,R3,54,,45,18,0,False,"{""fetch-fetch_json"":15,""fetch-fetch_txt"":7,""local-web_search"":5,""fetch-fetch_html"":5,""terminal-run_command"":2,""local-sleep"":2,""bash"":1,""glob"":1,""read"":1,""playwright_with_chunk-browser_navigate"":1,""playwright_with_chunk-browser_wait_for"":1,""playwright_with_chunk-browser_take_screenshot"":1,""read_image"":1,""playwright_with_chunk-browser_evaluate"":1,""scholarly-search-google-scholar"":1}",100,False,61,61,32,29,61,0,32,32,0,"{""IncompleteRead"":9,""SSLEOFError"":19,""downstream_disconnected"":4}","{""200"":29,""502"":32}",0,0,61,1136157,11387,1147544,1085568,False,partial_or_missing_provider_usage,29,32,done,,fail,artifact_validation.end,2026-08-20T05:35:44.511764+00:00,0,0,,,,0,61,61,32,29,1136157,partial_or_missing_retained_provider_usage,11387,False,1147544
18,add-bibtex,dsh,toolathlon-dsh-108-keepalive-v1,complete,True,True,True,pass,valid,max_steps,model_request_budget,,,dsh-108-018-add-bibtex-a1,1,toolathlon-dsh-108-keepalive-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-keepalive-v1/runs/dsh/add-bibtex/dsh-108-018-add-bibtex-a1,2026-08-20T09:05:10.452006+00:00,run.json,2026-08-20T09:20:35.204013+00:00,924.752007,924.752007,895.383208520012,7.321082734968513,22.04771574501956,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,3600,R3,54,,69,4,1,False,"{""bash"":35,""local-web_search"":14,""local-sleep"":5,""fetch-fetch_txt"":3,""read"":2,""fetch-fetch_json"":2,""glob"":1,""todo_write"":1,""playwright_with_chunk-browser_navigate"":1,""playwright_with_chunk-browser_wait_for"":1,""playwright_with_chunk-browser_take_screenshot"":1,""read_image"":1,""playwright_with_chunk-browser_snapshot"":1,""edit"":1}",100,True,100,100,42,58,100,0,42,42,0,"{""IncompleteRead"":5,""SSLEOFError"":21,""downstream_disconnected"":16}","{""200"":58,""502"":42}",0,0,100,2822276,24643,2846919,2780288,False,partial_or_missing_provider_usage,58,42,done,,pass,artifact_validation.end,2026-08-20T09:20:37.262147+00:00,0,0,,,,0,100,100,42,58,2822276,partial_or_missing_retained_provider_usage,24643,False,2846919
18,add-bibtex,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,completed,completed_but_no_pass,,,dsh-108-018-add-bibtex-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/add-bibtex/dsh-108-018-add-bibtex-a1,2026-08-20T17:42:30.977509+00:00,run.json,2026-08-20T17:51:55.881774+00:00,564.904265,564.904265,539.7764902150957,4.160741031984799,20.96703375291952,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,3600,R3,54,node_fetch_undici,50,3,0,False,"{""bash"":29,""local-web_search"":10,""playwright_with_chunk-browser_navigate"":3,""read"":2,""fetch-fetch_json"":2,""glob"":1,""fetch-fetch_txt"":1,""playwright_with_chunk-browser_wait_for"":1,""edit"":1}",100,False,69,69,31,38,69,0,31,0,0,"{""ECONNRESET"":17,""UND_ERR_SOCKET"":11,""downstream_disconnected"":3}","{""200"":50}",30,20,19,1578690,22757,1601447,1550848,False,partial_or_missing_provider_usage,41,28,done,,fail,artifact_validation.end,2026-08-20T17:51:57.812283+00:00,0,0,,,,0,69,69,28,41,1578690,partial_or_missing_retained_provider_usage,22757,False,1601447
18,add-bibtex,dsh,toolathlon-dsh-new-key-recovery-48-v1,complete,True,True,True,no_pass,valid,completed,completed_but_no_pass,,,dsh-newkey48-018-add-bibtex-a1,1,toolathlon-dsh-new-key-recovery-48-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-new-key-recovery-48-v1/runs/dsh/add-bibtex/dsh-newkey48-018-add-bibtex-a1,2026-08-26T03:54:19.304732+00:00,run.json,2026-08-26T03:59:53.162024+00:00,333.857292,333.857292,307.56699612000375,4.743497881019721,21.5467979989765,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,3600,R3,54,node_fetch_undici,42,8,0,False,"{""bash"":16,""fetch-fetch_json"":7,""local-web_search"":6,""fetch-fetch_txt"":4,""read"":2,""fetch-fetch_html"":2,""glob"":1,""playwright_with_chunk-browser_navigate"":1,""local-sleep"":1,""playwright_with_chunk-browser_snapshot"":1,""edit"":1}",100,False,30,30,0,30,30,0,0,0,0,{},"{""200"":30}",22,8,0,1223255,19438,1242693,1174528,True,all_completed_responses_reported,30,0,done,,fail,artifact_validation.end,2026-08-26T03:59:54.753788+00:00,0,0,,,,0,30,30,0,30,1223255,all_retained_completed_responses_reported,19438,True,1242693
19,apply-phd-email,dsh,toolathlon-dsh-108-transport-rst-v2,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-019-apply-phd-email-a1,1,toolathlon-dsh-108-transport-rst-v2,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-transport-rst-v2/runs/dsh/apply-phd-email/dsh-108-019-apply-phd-email-a1,2026-08-19T10:18:21.753194+00:00,run.json,2026-08-19T10:20:54.885656+00:00,153.132462,153.132462,118.65360654599499,13.951905334950425,20.52695011905459,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,58,,36,0,0,False,"{""pdf-tools-get_pdf_info"":11,""pdf-tools-read_pdf_pages"":7,""bash"":6,""emails-read_email"":3,""emails-search_emails"":1,""memory-read_graph"":1,""filesystem-directory_tree"":1,""filesystem-read_file"":1,""emails-get_emails"":1,""glob"":1,""emails-get_folders"":1,""emails-get_drafts"":1,""filesystem-list_allowed_directories"":1}",100,False,17,17,5,12,17,0,5,5,0,"{""IncompleteRead"":1,""SSLEOFError"":2,""downstream_disconnected"":2}","{""200"":12,""502"":5}",0,0,17,281581,9523,291104,256384,False,partial_or_missing_provider_usage,12,5,done,,fail,artifact_validation.end,2026-08-19T10:20:56.234615+00:00,0,0,,,,0,17,17,5,12,281581,partial_or_missing_retained_provider_usage,9523,False,291104
19,apply-phd-email,dsh,toolathlon-dsh-108-stream-fix-v1,complete,True,True,True,no_pass,valid,completed,completed_but_no_pass,,,dsh-108-019-apply-phd-email-a1,1,toolathlon-dsh-108-stream-fix-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-stream-fix-v1/runs/dsh/apply-phd-email/dsh-108-019-apply-phd-email-a1,2026-08-20T05:36:12.050048+00:00,run.json,2026-08-20T05:42:40.292677+00:00,388.242629,388.242629,353.2483936420176,14.125469135004096,20.86876622297831,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,58,,56,0,0,False,"{""pdf-tools-get_pdf_info"":15,""bash"":15,""pdf-tools-read_pdf_pages"":8,""emails-read_email"":3,""todo_write"":3,""emails-get_emails"":2,""memory-read_graph"":1,""filesystem-directory_tree"":1,""emails-get_folders"":1,""emails-get_drafts"":1,""emails-get_email_headers"":1,""emails-get_mailbox_stats"":1,""write"":1,""edit"":1,""pdf-tools-merge_pdfs"":1,""emails-send_email"":1}",100,False,52,52,26,26,52,0,26,26,0,"{""IncompleteRead"":7,""SSLEOFError"":13,""downstream_disconnected"":6}","{""200"":26,""502"":26}",0,0,52,789196,16819,806015,770688,False,partial_or_missing_provider_usage,26,26,done,,fail,artifact_validation.end,2026-08-20T05:42:41.760899+00:00,0,0,,,,0,52,52,26,26,789196,partial_or_missing_retained_provider_usage,16819,False,806015
19,apply-phd-email,dsh,toolathlon-dsh-108-keepalive-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-019-apply-phd-email-a1,1,toolathlon-dsh-108-keepalive-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-keepalive-v1/runs/dsh/apply-phd-email/dsh-108-019-apply-phd-email-a1,2026-08-20T09:21:11.508206+00:00,run.json,2026-08-20T09:23:31.987425+00:00,140.479219,140.479219,116.12295492610428,3.9317691209726036,20.424494952923112,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,58,,26,0,0,False,"{""pdf-tools-read_pdf_pages"":6,""todo_write"":4,""bash"":4,""pdf-tools-get_pdf_info"":3,""emails-search_emails"":1,""memory-read_graph"":1,""filesystem-directory_tree"":1,""emails-read_email"":1,""filesystem-read_file"":1,""pdf-tools-merge_pdfs"":1,""terminal-run_command"":1,""emails-send_email"":1,""emails-get_emails"":1}",100,False,24,24,9,15,24,0,9,9,0,"{""IncompleteRead"":2,""SSLEOFError"":5,""downstream_disconnected"":2}","{""200"":15,""502"":9}",0,0,24,345918,7702,353620,338048,False,partial_or_missing_provider_usage,15,9,done,,pass,artifact_validation.end,2026-08-20T09:23:33.209505+00:00,0,0,,,,0,24,24,9,15,345918,partial_or_missing_retained_provider_usage,7702,False,353620
19,apply-phd-email,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-019-apply-phd-email-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/apply-phd-email/dsh-108-019-apply-phd-email-a1,2026-08-20T17:52:26.375109+00:00,run.json,2026-08-20T17:54:32.436040+00:00,126.060931,126.060931,101.85954408999532,3.9333278560079634,20.26805905399671,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,58,node_fetch_undici,28,0,0,False,"{""pdf-tools-get_pdf_info"":6,""pdf-tools-read_pdf_pages"":5,""terminal-run_command"":4,""bash"":3,""filesystem-directory_tree"":2,""emails-search_emails"":1,""memory-read_graph"":1,""emails-read_email"":1,""filesystem-read_file"":1,""pdf-tools-merge_pdfs"":1,""emails-send_email"":1,""emails-get_folders"":1,""emails-get_emails"":1}",100,False,21,21,4,17,21,0,4,0,0,"{""ECONNRESET"":2,""UND_ERR_SOCKET"":2}","{""200"":18}",15,3,3,388115,7062,395177,380288,False,partial_or_missing_provider_usage,17,4,done,,pass,artifact_validation.end,2026-08-20T17:54:33.635053+00:00,0,0,,,,0,21,21,4,17,388115,partial_or_missing_retained_provider_usage,7062,False,395177
20,canvas-arrange-exam,dsh,toolathlon-dsh-108-transport-rst-v2,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-020-canvas-arrange-exam-a1,1,toolathlon-dsh-108-transport-rst-v2,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-transport-rst-v2/runs/dsh/canvas-arrange-exam/dsh-108-020-canvas-arrange-exam-a1,2026-08-19T10:24:46.471870+00:00,run.json,2026-08-19T10:26:55.440706+00:00,128.968836,128.968836,102.17474900500383,6.317015317035839,20.47707167796034,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,107,,28,1,0,False,"{""canvas-canvas_list_announcements"":12,""bash"":2,""canvas-canvas_health_check"":1,""local-python-execute"":1,""canvas-canvas_get_dashboard"":1,""canvas-canvas_list_courses"":1,""canvas-canvas_get_user_profile"":1,""emails-get_emails"":1,""canvas-canvas_list_conversations"":1,""canvas-canvas_list_notifications"":1,""emails-read_email"":1,""emails-get_folders"":1,""emails-search_emails"":1,""canvas-canvas_list_assignments"":1,""read"":1,""memory-read_graph"":1}",100,False,13,13,5,8,13,0,5,5,0,"{""IncompleteRead"":1,""SSLEOFError"":3,""downstream_disconnected"":1}","{""200"":8,""502"":5}",0,0,13,369573,3597,373170,302848,False,partial_or_missing_provider_usage,8,5,done,,fail,artifact_validation.end,2026-08-19T10:26:56.543190+00:00,0,0,,,,0,13,13,5,8,369573,partial_or_missing_retained_provider_usage,3597,False,373170
20,canvas-arrange-exam,dsh,toolathlon-dsh-108-stream-fix-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-020-canvas-arrange-exam-a1,1,toolathlon-dsh-108-stream-fix-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-stream-fix-v1/runs/dsh/canvas-arrange-exam/dsh-108-020-canvas-arrange-exam-a1,2026-08-20T05:47:17.875781+00:00,run.json,2026-08-20T05:52:25.482355+00:00,307.606574,307.606574,280.09702053596266,6.422310486086644,21.087242977950723,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,107,,60,2,0,False,"{""canvas-canvas_list_announcements"":12,""canvas-canvas_list_assignments"":12,""canvas-canvas_list_quizzes"":12,""emails-search_emails"":4,""bash"":3,""local-python-execute"":2,""canvas-canvas_list_pages"":2,""canvas-canvas_get_syllabus"":2,""canvas-canvas_health_check"":1,""canvas-canvas_get_user_profile"":1,""canvas-canvas_list_courses"":1,""canvas-canvas_get_dashboard_cards"":1,""emails-get_folders"":1,""canvas-canvas_list_conversations"":1,""canvas-canvas_list_calendar_events"":1,""emails-get_emails"":1,""emails-read_email"":1,""canvas-canvas_list_account_users"":1,""canvas-canvas_get_course"":1}",100,False,32,32,15,17,32,0,15,15,0,"{""IncompleteRead"":4,""SSLEOFError"":8,""downstream_disconnected"":3}","{""200"":17,""502"":15}",0,0,32,1053273,14271,1067544,1002752,False,partial_or_missing_provider_usage,17,15,done,,pass,artifact_validation.end,2026-08-20T05:52:26.949479+00:00,0,0,,,,0,32,32,15,17,1053273,partial_or_missing_retained_provider_usage,14271,False,1067544
